item_id,small_description,long_description,category,merch_class,channel_restriction,barcode,brand_name,age_restriction,primary_image,alternate_image,base_url
52566032,Men's Knit Pajama Pants - Good,"Keep your nights as comfortable as can be with the Knit Pajama Pants from Goodfellow & Co™. With the soft, lightweight construction, the second you pull these pants on you'll be ready to snooze away. Pair them with a sweatshirt when winter sets in, or keep things cool with a tank top.",APPAREL,0,MULTI-CHANNEL,52566032284025,Goodfellow & Co,0,GUEST_205df910-eb4f-42c4-b5fa-5c6bc55ee141,GUEST_1c381171-1a25-4163-9b96-b20819f3548a,https://imagetarget.com/image/Target/
53071711,Hanes Premium Men's Stretch Bo,"Hanes Premium Men's Stretch Boxer Briefs come in a convenient pack of 4 pairs. with a Comfort Flex waistband and blended stretch fabric, these underwear flex to move with you and keep you comfortable throughout your day. FreshIQ advanced odor protection technology attacks odor-causing bacteria in your clothes, keeping you smelling fresh. Shaped front panel provides added comfort and support, with a fly front for convenience. These boxer briefs wick moisture away from your skin to keep you dry. Hanes famous tagless design means no scratchy, irritating tag keeping you down. Available in assorted colors, sizes small through XL.",APPAREL,0,MULTI-CHANNEL,53071711284025,Hanes Premium,0,GUEST_77977e5d-5258-4c03-a3ef-9a08d3d8f43e,GUEST_e1d14e2d-ce39-41a6-a768-baaf95520584,https://imagetarget.com/image/Target/
80222368,Men's Skinny Fit Jeans - Goodf,No description available,APPAREL,0,MULTI-CHANNEL,80222368284025,Goodfellow & Co,0,GUEST_49535264-e7eb-47e4-aefa-76c33a3be96b,GUEST_8cf8294f-e74a-4756-b5ae-254ad51edd7c,https://imagetarget.com/image/Target/
52493021,Haggar H26&#174; 4 Way Stretch,"Whether you wear them for a day at the office or a nice dinner out, the 4-Way Stretch Classic Fit Trouser Pants from Haggar H26 will keep you comfortable no matter where you are. Pair these simple dress pants with a cool, patterned button-down shirt for a formal look that still shows your unique style.",APPAREL,0,MULTI-CHANNEL,52493021284025,Haggar H26,0,GUEST_c93539a4-9604-4798-bcbd-4586d24713ff,GUEST_01ba8bbf-adb9-4e43-aece-078e83b2a189,https://imagetarget.com/image/Target/
79218957,Men's Striped Short Sleeve Pop,"Men’s short-sleeve button-down shirt in coral-pink with vertical white stripes. Cut from lightweight 100% cotton, this men’s shirt features a collared neckline and falls just below the waistline.",APPAREL,0,MULTI-CHANNEL,79218957284025,Original Use,0,GUEST_2c7201f3-6e30-4e5a-baa1-916f408f03f2,GUEST_be3bcba0-7489-42cc-a97b-8105e0f361c6,https://target./image/Target/
54611459,Men's Standard Fit Long Sleeve,"Whether getting ready for work or heading out to dinner with friends, bring refined style to your everyday look with this Long-Sleeve Button-Down Shirt from Goodfellow & Co™. This button-down shirt features a collared neckline for a classic look and the Oxford weave brings polished flair. The soft fabric with added spandex offers comfy movement throughout the day and the standard fit lends a smart look to your overall ensemble. Pair this classic button-down shirt with solid jeans or chinos and leather boots for a casual day out or layer it with a solid blazer for a timeless look. Either way, you'll keep comfy and stylish throughout your day.<br /><br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,54611459284025,Goodfellow & Co,0,GUEST_6efebbe0-9cb8-4845-9450-549f6adeac0e,GUEST_3f55d211-a00c-4002-ba6f-46fc5e9658d7,https://imagetarget.com/image/Target/
53579607,Men's Standard Fit Knit Blazer,"Whether you're dressing up a casual look or headed to a formal event, this men's Knit Blazer from Goodfellow & Co™ will keep you covered. This men's blazer features a simple two-button closure for easy wear, with a convenient back vent providing comfort and mobility no matter the function. The notched lapels give this men's blazer a classic look that easily matches with the rest of your wardrobe. Wear this blazer with a dress shirt and chinos for date night, or throw it on over a sweater and jeans to meet up with friends. Either way, the cotton-blend construction maintains softness and breathability, keeping you comfortable through day and night.",APPAREL,0,MULTI-CHANNEL,53579607284025,Goodfellow & Co,0,GUEST_855926d9-3a5d-4d62-9897-5d846beba3e8,GUEST_837868ca-9f79-4c29-bb19-a449b90f4b36,https://imagetarget.com/image/Target/
77600205,Men's Stretch Woven Shorts - A,"Why we're ALL IN:<br /><br />Designed for high-intensity workout sessions, these stretchy shorts are made from a moisture-wicking fabric with a quick-dry finish to keep you cool and fresh. Side splits offer ease of movement and greater range of motion during a range of activities, along with the seven-inch inseam that lends a more breezy fit. Secure storage comes in the form of 2 zippered pockets to stash your phone and other must-have essentials so you can put full focus on your fitness game.<br /><br />When families come together to discover the joy of staying active, All In Motion is there to make it easy and comfortable to embrace a bustling lifestyle. From running errands to running intervals, the collection AIMs to propel you forward with thoughtfully designed pieces that fit and feel great — movement is the core of this performance line, with a 100% satisfaction guarantee.",APPAREL,0,MULTI-CHANNEL,77600205284025,All in Motion,0,GUEST_a5245e8e-0ef8-4aab-9637-0e10f2e80726,GUEST_9bed1f16-13bb-44a7-bc4b-3aec03180b0f,https://imagetarget.com/image/Target/
54376303,Men's MTV Short Sleeve Graphic,"Nothing brings the '80s vibe like MTV — so elevate your everyday wardrobe with the retro-inspired appeal of this men's MTV Short-Sleeve Graphic T-Shirt. This white graphic tee features a printed graphic of the MTV logo, complete with black ""Music Television"" text. But there's a twist: the ""M"" is decorated with tie-dye detailing, creating a colorful, compelling look you're sure to love. The 100% cotton fabric helps you stay comfortable throughout your day, and the crewneck design looks great with just about any bottoms. Throw it on with jeans, chinos, joggers and more for a versatile outfit you'll appreciate.",APPAREL,0,MULTI-CHANNEL,54376303284025,MTV,0,GUEST_0d4e6ceb-f250-4efa-8c4c-7347cdbfafa5,GUEST_0d4e6ceb-f250-4efa-8c4c-7347cdbfafa5,https://imagetarget.com/image/Target/
54248446,"Men's 9"" Knit Pajama Shorts - ","Keep comfortable as you drift off to sleep in the Knit Pajama Shorts from Goodfellow & Co™. These soft pajama shorts feature a cotton-modal fabric that makes for an ultra-comfy fit through the seasons. They're fitted with side pockets perfect for stashing at-home essentials like your chapstick and phone, along with an adjustable drawstring waistband that lets you find your ideal fit. Pair these men's PJ shorts with a tank top when it's warm, and then keep toasty on a chilly night with a fleece hoodie.",APPAREL,0,MULTI-CHANNEL,54248446284025,Goodfellow & Co,0,GUEST_a2516e5a-f215-4d83-a0b2-79946c96a6e3,GUEST_63df0c6b-43f8-4d08-a66c-a771485e5163,https://imagetarget.com/image/Target/
77590567,Men's Premium Lifestyle Shorts,"Why we're ALL IN:<br /><br />On-the-go activewear comes easy with a pair of everyday shorts made from a moisture-wicking fabric with four-way stretch for unrestricted movement. These shorts are fitted with a secure drawstring waistband to keep them firmly in place as you effortlessly go about an active day, and a zipper pocket at the back lends hands-free convenience to keep must-have essentials within easy reach.<br /><br />When families come together to discover the joy of staying active, All In Motion is there to make it easy and comfortable to embrace a bustling lifestyle. From running errands to running intervals, the collection AIMs to propel you forward with thoughtfully designed pieces that fit and feel great — movement is the core of this performance line, with a 100% satisfaction guarantee.",APPAREL,0,MULTI-CHANNEL,77590567284025,All in Motion,0,GUEST_670ac95b-8d4d-4d15-a951-29409366b8a1,GUEST_6e3cf857-b142-4e0d-8512-943cc68ae2df,https://imagetarget.com/image/Target/
78622814,Men's PlayStation Short Sleeve,"This PlayStation Short-Sleeve Graphic T-Shirt lets you show off your love for gaming. This men’s short-sleeve tee is made from 100% cotton fabric that provides you with all-day breathable comfort no matter where you go. Featuring an at-waist design with short-sleeves, this black cotton tee can easily be paired with a variety of bottoms and jackets for a versatile casual option. Simply pair it with shorts and slip-on sandals for a casual look or layer it with a faux-leather jacket and a pair of skinny jeans for a cool-weather ensemble.",APPAREL,0,MULTI-CHANNEL,78622814284025,Ripple Junction,0,GUEST_4ef9c5c7-6ecf-46f6-b13a-ba9074750224,GUEST_4ef9c5c7-6ecf-46f6-b13a-ba9074750224,https://imagetarget.com/image/Target/
77599971,Men's Textured Shorts - All in,"Why we're ALL IN:<br /><br />Take your fitness game to the next level with a pair of shorts designed to keep you feeling nice and fresh — thanks to a moisture-wicking, quick-dry fabric with odor resistant technology. These textured shorts have side pockets for hands-free convenience, and a secure drawstring waistband to keep the fit just right and in place. They're perfectly suited for a range of high-intensity workout sessions, from weight training and spin to bootcamp and boxing.<br /><br />When families come together to discover the joy of staying active, All In Motion is there to make it easy and comfortable to embrace a bustling lifestyle. From running errands to running intervals, the collection AIMs to propel you forward with thoughtfully designed pieces that fit and feel great — movement is the core of this performance line, with a 100% satisfaction guarantee.",APPAREL,0,MULTI-CHANNEL,77599971284025,All in Motion,0,GUEST_af8dec21-a8a6-4ae8-888f-d94cd467ac9e,GUEST_7234232f-572e-47c8-8181-102897e79a1a,https://imagetarget.com/image/Target/
54601301,Men's Skinny Fit Mid-Rise Dest,"Men's skinny-fit jeans with a mid-rise design in light-wash blue. Designed with destructed and faded accents at the front and back, and outfitted with front and back pockets. Men's destructed jeans are made from cotton denim with added spandex and come complete with classic belt loops. ",APPAREL,0,MULTI-CHANNEL,54601301284025,Original Use,0,GUEST_f2440094-c901-4d86-868c-bcc559bbd873,GUEST_61e9a891-9f81-4a60-a9a0-04c5b4d9a2c8,https://imagetarget.com/image/Target/
79467961,Men's Standard Fit Short Sleev,"Keep your style game up to date with the Standard Fit Short-Sleeve Denim Shirt from Goodfellow & Co™. This men’s short-sleeve shirt sports a clean-cut design with a collared neckline and a denim blue hue for a look that's perfect for the office or evenings out with the guys. It’s made from breathable fabric for a comfortable, lightweight wear you'll love, and has a button-down closure for easy on and off. Pair with chinos, jeans or slacks for the perfect everyday ensemble.<br /><br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,79467961284025,Goodfellow & Co,0,GUEST_f342e131-d255-46f6-b7b9-98af0e852c98,GUEST_c1436902-35ce-49b1-ab4d-6106ca7b4b66,https://imagetarget.com/image/Target/
79565917,Men's Star Wars The Mandaloria,"This Star Wars The Mandalorian Child Short-Sleeve Graphic T-Shirt makes it easy for you to show off your love for the cutest creature in the galaxy. A black tee features a four-panel graphic print of The Child with different adorable facial expressions for a fun way to put your love for the epic Star Wars show on display. Whether you're binge watching the entire first season or anxiously waiting for season two, this baby Yoda shirt lets you enjoy your favorite galactic saga on any of your casual off-duty days. ",APPAREL,0,MULTI-CHANNEL,79565917284025,Star Wars,0,GUEST_58a43751-bb22-4bfb-9954-611334172909,GUEST_58a43751-bb22-4bfb-9954-611334172909,https://imagetarget.com/image/Target/
78622710,Men's Nintendo Only The Best C,"From filling your cart in a supermarket to playing an online game in your leisure time, show off your gaming fandom with the Nintendo N64 Classic-Fit Short-Sleeve T-Shirt from Nintendo. Crafted from 100% cotton in a classic fit, this men's short-sleeve T-shirt adds a staple piece to your warm-weather wardrobe and can also be layered under your button-down shirts, zip-up hoodies or jackets when the temps drop. Fashioned in a solid black hue, it features the iconic Nintendo N64 logo at the front, making it a great pair for anything from your go-to jeans and sneakers on a sunny day outside to chinos and loafers on a casual Friday.",APPAREL,0,MULTI-CHANNEL,78622710284025,Nintendo,0,GUEST_371b25e6-ca33-4731-aca8-d54c38101a42,GUEST_371b25e6-ca33-4731-aca8-d54c38101a42,https://imagetarget.com/image/Target/
54621281,Men's Slim Fit Long Sleeve Dre,"Put together a sleek look for workdays, job interviews, dinner parties and more with the men's Slim-Fit Long-Sleeve Dress Button-Down Shirt from Goodfellow & Co™. This men's button-down shirt is cut in a slim fit with a below-hip length and a contoured hem — the collared neckline finishes off the refined look, giving you a closet staple that easily matches the rest of your personal aesthetic. It's made from sturdy cotton with added spandex for comfortable mobility, and it's easy to dress up or down to suit your occasion. Wear it untucked with chinos and a cardigan, or tuck it into woven dress pants and add a blazer for classy style. <br /><br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,54621281284025,Goodfellow & Co,0,GUEST_502fb15e-44a3-47c9-aa4a-77c3a2ed10d6,GUEST_2f2ecafb-b709-4136-a365-eb5213350858,https://imagetarget.com/image/Target/
54212076,Men's Toy Story Pizza Planet S,"Represent your authentic Toy Story fandom with this men's Short-Sleeve Toy Story Graphic T-Shirt from Disney. This white graphic tee features red ""Pizza Planet"" text and checkerboard detailing, with accompanying text that reads ""Food & Fun Space Port"" and ""Serving Your Local Star Cluster"" completing the fun vibe. Fans of the movie will love referencing a niche element of the Toy Story franchise, but the simple crewneck design means anyone can pair this Toy Story T-shirt with jeans, joggers, chinos and more for retro-inspired style. From a movie night at home to a night out with friends, you'll appreciate the breathable comfort of this 100% cotton graphic tee.",APPAREL,0,MULTI-CHANNEL,54212076284025,Disney,0,GUEST_657addf4-97db-485e-b4b1-954ca50de598,GUEST_657addf4-97db-485e-b4b1-954ca50de598,https://imagetarget.com/image/Target/
54551728,DENIZEN&#174; from Levi's&#174,"The DENIZEN® from Levi’s® Men’s 232 Slim Straight Fit jeans are the perfect mix of modern style and all day comfort. Made from premium denim that flexes and moves with you, these jeans fit slim through the seat and thigh and are cut straight from knee to ankle. They also keep their shape all day. Wear these jeans with a button down or polo shirt to work or a tee and sneakers for a casual night out with best friends.",APPAREL,0,MULTI-CHANNEL,54551728284025,DENIZEN from Levi's,0,GUEST_07b108c4-d12b-450d-9172-d4c839dd2f4b,GUEST_a8120146-e694-4b20-958c-4c1f0d1a9180,https://imagetarget.com/image/Target/
78653190,Men's Slim Lightweight Denim -,"From laid-back days at work to casual hangouts with the guys, this pair of Slim Lightweight Denim from Goodfellow & Co™ will fit right in with your effortless, cool style. Crafted from a breathable fabric with a mid-rise design for stretchy comfort and slim cut for added style, these white mid-rise denim pants give you a more fitted look. You'll surely appreciate the five-pocket design that offers plenty of space for your phone, wallet and more, and the white color injects some chic style into your off-duty wardrobe. Pair these white denim pants with a classic crewneck tee and loafers for a casual ensemble, and add a lightweight jacket for extra style.<br /> <br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,78653190284025,Goodfellow & Co,0,GUEST_af673fbd-63e9-4ab4-8365-7e0c9092ec5c,GUEST_554463f7-913d-4ca9-aaa5-b7a05d956627,https://imagetarget.com/image/Target/
79226414,Men's Animal Print Short Sleev,Printed button-up shirt made from 100% cotton fabric with a poplin weave for breathable comfort. Features an allover flamingo and palm tree pattern against a lilac background. Finished off with a chest pocket.,APPAREL,0,MULTI-CHANNEL,79226414284025,Original Use,0,GUEST_62a38f58-77a3-45cc-9537-6539df20c22e,GUEST_97bd9815-da96-4f58-a7ce-9f2a0ffe6b67,https://imagetarget.com/image/Target/
78717822,Men's Quick-Dry Board Shorts -,"Why we’re ALL IN:<br /><br />These quick-dry board shorts are the perfect accompaniment to your active waterside days. A shorter inseam couples with lightweight fabric for a light and airy feel, letting you move with ease. A full waistband elastic with a front drawstring helps you find the right fit, and you can easily carry your essentials with the side pockets. You’ll love the subtle touch of style afforded by the cool tie-dye print, and quick-dry fabric keeps you comfortable for days spent in and out of the water. UPF 50+ rated material rounds out the piece with protection from UV rays.<br /><br />When families come together to discover the joy of staying active, All in Motion is there to make it easy and comfortable to embrace a bustling lifestyle. From running errands to running intervals, the collection AIMs to propel you forward with thoughtfully designed pieces that fit and feel great — movement is the core of this performance line, with a 100% guarantee.",APPAREL,0,MULTI-CHANNEL,78717822284025,All in Motion,0,GUEST_ce5a29e6-c010-45ea-b968-e2ccdbde2525,GUEST_53eb9783-21ce-43ac-9e5b-125592a69149,https://imagetarget.com/image/Target/
54376623,Men's Marvel Captain America L,"Whether you're rewatching the original Avengers or reading your favorite Marvel comic, show love for the first Avenger with the men's Captain America Graphic T-Shirt. This heather blue graphic tee features a solid backdrop decorated with a printed graphic of Cap's shield in red, white and blue, instantly adding a touch of bona fide flair to your closet. It's made from a soft, breathable fabric for all-day wear, and the crewneck design looks great with just about any bottoms. Throw it on with jeans and sneakers, or layer it underneath a button-down shirt and chinos for versatile style.",APPAREL,0,MULTI-CHANNEL,54376623284025,Marvel,0,GUEST_55db91e6-8bea-4e08-980d-5086b1391505,GUEST_55db91e6-8bea-4e08-980d-5086b1391505,https://imagetarget.com/image/Target/
53216167,Men's Slim Fit Jeans - Goodfel,"No matter what the occasion is, keep your look simple and stylish with these Slim-Fit Jeans from Goodfellow & Co™. In black, these slim-fit denim jeans easily dress up or down — you'll get tons of versatility from them, whether you pair them with a button-down shirt, blazer and wingtip Oxfords or graphic tank top and canvas sneakers. Plus, the breathable cotton construction with added spandex will give you just the right fit, while keeping you comfortable wherever you go.",APPAREL,0,MULTI-CHANNEL,53216167284025,Goodfellow & Co,0,GUEST_3e585bd8-4685-41f2-ae68-f92d9b4b4f06,GUEST_a5a1629d-c7c0-498f-a568-a285f4c8f71f,https://imagetarget.com/image/Target/
54244966,Men's Slim Fit Jeans - Goodfel,"Whether you're meeting friends for a quick drink or heading to an evening work event, you'll be sure to look your best in these Slim-Fit Jeans from Goodfellow & Co™. With a slim cut, the men's blue-gray jeans offer classic appeal with a more fitted look. Plus, the cotton construction features added spandex for breathable, stretchy comfort. From V-neck T-shirts and henleys to polos and button downs, you can easily pair these jeans with any top for versatile wear.",APPAREL,0,MULTI-CHANNEL,54244966284025,Goodfellow & Co,0,GUEST_2a1be66a-dee4-4769-92bd-caaf42cccb44,GUEST_4840a4e2-897d-45bc-bf19-a9d9ff5321ed,https://imagetarget.com/image/Target/
78269002,"Men's 8.5"" Regular fit Fleece ","Update your clothing for days at home with these Regular Fit Relaxed Lounge Shorts from Goodfellow & Co™. These men's lounge shorts make a go-to staple in your loungewear wardrobe. Cut in a comfortable relaxed fit from soft fabric, they bring an easy vibe to your casual look. The full elastic waist with front drawstring ensures a perfect adjustable fit, while the side pockets and a rear patch pocket add some functional style. Pair them with a range of crewneck or graphic tees when you're relaxing around the house. <br /><br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,78269002284025,Goodfellow & Co,0,GUEST_984a7ca0-87c3-418d-9358-029c909f0015,GUEST_e17c27a6-1f3a-4931-bf88-805de8f4a3ca,https://imagetarget.com/image/Target/
54595335,Men's Star Wars Millennium Fal,"Make sure you're always ready to do the Kessel Run as quickly as possible by wearing this Star Wars Millennium Falcon Short-Sleeve Graphic T-Shirt. Made with 100% cotton for ultimate softness and durability, this Star Wars graphic T-shirt features a topside view of the Falcon against a multicolored stripe background in retro-style colors for a vintage feel. Complete with ""Star Wars"" above the print in a retro font, this Millennium Falcon T-shirt is perfect for wearing when you binge-watch all the movies or head out to catch the latest film in theaters. ",APPAREL,0,MULTI-CHANNEL,54595335284025,Star Wars,0,GUEST_cf96f6d0-7152-4476-a99d-dccb9faac57f,GUEST_cf96f6d0-7152-4476-a99d-dccb9faac57f,https://imagetarget.com/image/Target/
54376580,Men's Marvel Captain America L,"Pay tribute to Steve Rogers in the Captain America Logo Short-Sleeve Graphic T-Shirt from Marvel. Made from a breathable fabric, this men's graphic tee keeps you cool and kicking wherever you go. Fashioned in a heather gray hue, it features the Captain's iconic logo in gray to help you flaunt your Marvel fandom. Whether you pair it with athletic shorts on a leisurely day at home or with skinny jeans and a leather jacket for lunch with friends, it's sure to bring cool superhero vibes to your day.",APPAREL,0,MULTI-CHANNEL,54376580284025,Marvel,0,GUEST_871f41e5-0a03-457d-a394-5d172380c71d,GUEST_871f41e5-0a03-457d-a394-5d172380c71d,https://imagetarget.com/image/Target/
78776953,Men's Slim Fit Short Sleeve Pi,"Update your casual attire with sharp style with the Slim Fit Short Sleeve Pique Polo Shirt from Goodfellow & Co™. This men’s short-sleeve shirt features a polo design with a collared neckline and two buttons to bring a sleek, clean-cut look to any outfit. It sports a slim fit for form-fitting wear and is crafted from soft fabric for a lightweight, comfortable fit every time. Side venting helps to keep you cool on warm days in the sun, while shrink-resistant fabric ensures you always have the right fit. Pair this polo with chinos, slacks or shorts for a clean look that is perfect for the office or a night out with the guys.<br /><br />100% Satisfaction Guaranteed.",APPAREL,0,MULTI-CHANNEL,78776953284025,Goodfellow & Co,0,GUEST_b4e52a83-975a-4958-81ac-10c5de06ca2a,GUEST_8c6d212c-d253-4369-a380-1ef35c924f74,https://imagetarget.com/image/Target/
14493550,Hanes Premium Men's 5pk Boxer ,"Hanes Premium Men's Boxer Briefs come in a convenient pack of 5. These men's underwear deliver premium, all day comfort with super soft ring-spun cotton and a No Ride Up fit that stays in place. Hanes Tagless boxer briefs are offered in a black and gray assorted pack with a premium Comfort Flex waistband for added comfort.",APPAREL,0,MULTI-CHANNEL,14493550284025,Hanes Premium,0,GUEST_d0e323e6-e386-405c-8e13-ed7dd381d741,GUEST_a7874699-a751-4f8f-a294-6fc5b2086922,https://imagetarget.com/image/Target/
78864933,Men's Regular Fit Long Sleeve ,"Long-sleeve T-shirt made from a lightweight fabric for comfortable wear, complete with a curved hem for added shaping. Features an attached hood with drawstring, and a kangaroo pocket completes the look.",APPAREL,0,MULTI-CHANNEL,78864933284025,Original Use,0,GUEST_904e15b2-af10-479f-8394-5fa318c5fb2e,GUEST_c61ccde9-276d-4cb8-9c0d-a79ff99cefca,https://imagetarget.com/image/Target/
